,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
101,2,4,3,55,16,2,24,1,26,3,0,5,1497,5,2,9,6,2,1,1,0,0,1,0,1
102,2,4,3,55,16,1,24,1,26,3,0,5,1497,5,2,9,6,2,1,1,1,0,0,1,0
103,2,4,3,80,16,5,1,1,26,3,0,5,1497,5,2,9,6,2,1,1,0,0,0,1,0
104,1,4,3,55,7,5,1,1,26,3,0,5,1497,5,2,9,6,2,1,1,1,1,0,1,1
105,1,4,3,55,7,2,24,1,26,3,0,5,1497,5,2,9,6,2,1,1,1,1,0,1,1
106,1,4,3,80,7,1,24,1,26,3,0,5,1497,5,2,9,6,2,1,1,1,0,0,1,0
107,1,4,3,80,7,3,1,1,26,3,0,5,1497,5,2,9,6,2,1,1,0,0,1,0,1
108,1,4,3,55,7,4,24,1,26,3,0,5,1497,5,2,9,6,2,1,1,0,0,0,1,1
109,1,4,3,55,7,5,1,1,26,3,0,5,1497,5,2,9,6,2,1,1,1,0,0,1,1
110,3,4,3,55,14,4,24,2,26,5,1,3,1814,6,0,1,9,6,0,1,0,0,0,1,1
111,3,3,3,80,10,5,1,2,26,5,1,3,1814,6,0,1,9,6,0,1,0,0,0,1,1
112,3,3,3,80,10,3,1,2,26,5,1,3,1814,6,0,1,9,6,0,1,1,0,0,1,1
113,3,3,3,80,14,5,1,2,26,5,1,3,1814,6,0,1,9,6,0,1,1,0,0,1,1
114,3,3,3,80,14,5,24,2,26,5,1,3,1814,6,0,1,9,6,0,1,1,0,0,1,1
115,3,3,3,80,16,4,1,2,26,5,1,3,1814,6,0,1,9,6,0,1,1,0,0,1,1
116,3,3,3,55,14,3,24,2,26,5,1,3,1814,6,0,1,9,6,0,1,1,0,0,1,1
117,3,1,3,80,10,4,1,2,26,5,1,3,1814,6,0,1,9,6,0,1,1,0,0,1,1
118,3,1,3,80,10,3,1,2,26,5,1,3,1814,6,0,1,9,6,0,1,1,0,0,1,1
119,3,1,3,80,10,2,24,2,26,5,1,3,1814,6,0,1,9,6,0,1,1,0,0,1,0
120,3,1,3,80,14,4,24,2,26,5,1,3,1814,6,0,1,9,6,0,1,0,0,0,1,1
121,3,1,3,55,14,4,24,2,26,5,1,3,1814,6,0,1,9,6,0,1,1,0,0,1,1
122,3,1,3,55,16,5,1,2,26,5,1,3,1814,6,0,1,9,6,0,1,1,0,0,1,0
123,2,4,3,55,16,2,24,2,26,5,1,3,1814,6,0,1,9,6,0,1,0,0,1,0,0
124,2,4,3,55,16,1,24,2,26,5,1,3,1814,6,0,1,9,6,0,1,1,0,0,1,0
125,2,4,3,80,16,5,1,2,26,5,1,3,1814,6,0,1,9,6,0,1,0,0,0,1,0
126,1,4,3,55,7,5,1,2,26,5,1,3,1814,6,0,1,9,6,0,1,1,1,0,1,0
127,1,4,3,55,7,2,24,2,26,5,1,3,1814,6,0,1,9,6,0,1,1,1,0,1,0
128,1,4,3,80,7,1,24,2,26,5,1,3,1814,6,0,1,9,6,0,1,1,0,0,1,0
129,1,4,3,80,7,3,1,2,26,5,1,3,1814,6,0,1,9,6,0,1,0,0,1,0,0
130,1,4,3,55,7,4,24,2,26,5,1,3,1814,6,0,1,9,6,0,1,0,0,0,1,1
131,1,4,3,55,7,5,1,2,26,5,1,3,1814,6,0,1,9,6,0,1,1,0,0,1,0
132,3,4,3,55,14,4,24,1,26,4,0,3,242,4,9,9,9,9,9,1,0,0,0,1,1
133,3,3,3,80,10,5,1,1,26,4,0,3,242,4,9,9,9,9,9,1,0,0,0,1,0
134,3,3,3,80,10,2,24,1,26,4,0,3,242,4,9,9,9,9,9,1,0,0,0,1,1
135,3,3,3,80,10,3,1,1,26,4,0,3,242,4,9,9,9,9,9,1,1,0,0,1,0
136,3,3,3,80,14,5,24,1,26,4,0,3,242,4,9,9,9,9,9,1,0,0,0,1,1
137,3,3,3,80,14,5,1,1,26,4,0,3,242,4,9,9,9,9,9,1,1,0,0,1,0
138,3,3,3,80,14,5,24,1,26,4,0,3,242,4,9,9,9,9,9,1,1,0,0,1,1
139,3,3,3,80,14,4,24,1,26,4,0,3,242,4,9,9,9,9,9,1,1,0,0,1,1
140,3,3,3,80,16,5,1,1,26,4,0,3,242,4,9,9,9,9,9,1,0,0,0,1,0
141,3,3,3,80,16,4,1,1,26,4,0,3,242,4,9,9,9,9,9,1,1,0,0,1,0
142,3,3,3,55,14,5,1,1,26,4,0,3,242,4,9,9,9,9,9,1,0,0,0,1,0
143,3,3,3,55,14,3,24,1,26,4,0,3,242,4,9,9,9,9,9,1,1,0,0,1,1
144,3,4,3,55,10,5,1,1,26,4,0,3,242,4,9,9,9,9,9,1,0,0,0,1,0
145,2,4,3,55,16,2,24,1,26,4,0,3,242,4,9,9,9,9,9,1,0,0,1,0,1
146,2,4,3,55,16,1,24,1,26,4,0,3,242,4,9,9,9,9,9,1,1,0,0,1,1
147,2,4,3,80,16,5,1,1,26,4,0,3,242,4,9,9,9,9,9,1,0,0,0,1,0
148,1,4,3,55,7,5,1,1,26,4,0,3,242,4,9,9,9,9,9,1,1,1,0,1,0
149,1,4,3,55,7,2,24,1,26,4,0,3,242,4,9,9,9,9,9,1,1,1,0,1,1
150,1,4,3,80,7,1,24,1,26,4,0,3,242,4,9,9,9,9,9,1,1,0,0,1,1
151,1,4,3,80,7,3,1,1,26,4,0,3,242,4,9,9,9,9,9,1,0,0,1,0,0
152,1,4,3,55,7,4,24,1,26,4,0,3,242,4,9,9,9,9,9,1,0,0,0,1,1
153,1,4,3,55,7,5,1,1,26,4,0,3,242,4,9,9,9,9,9,1,1,0,0,1,0
154,3,4,3,55,14,4,24,2,26,4,1,4,222,3,0,2,6,2,1,1,0,0,0,1,1
155,3,3,3,80,10,5,1,2,26,4,1,4,222,3,0,2,6,2,1,1,0,0,0,1,1
156,3,3,3,80,10,2,24,2,26,4,1,4,222,3,0,2,6,2,1,1,0,0,0,1,0
157,3,3,3,80,10,3,1,2,26,4,1,4,222,3,0,2,6,2,1,1,1,0,0,1,1
158,3,3,3,80,14,5,24,2,26,4,1,4,222,3,0,2,6,2,1,1,0,0,0,1,1
159,3,3,3,80,14,5,1,2,26,4,1,4,222,3,0,2,6,2,1,1,1,0,0,1,1
160,3,3,3,80,14,5,24,2,26,4,1,4,222,3,0,2,6,2,1,1,1,0,0,1,1
161,3,3,3,80,14,4,24,2,26,4,1,4,222,3,0,2,6,2,1,1,1,0,0,1,1
162,3,3,3,80,16,5,1,2,26,4,1,4,222,3,0,2,6,2,1,1,0,0,0,1,1
163,3,3,3,80,16,4,1,2,26,4,1,4,222,3,0,2,6,2,1,1,1,0,0,1,1
164,3,3,3,55,14,5,1,2,26,4,1,4,222,3,0,2,6,2,1,1,0,0,0,1,1
165,3,3,3,55,14,3,24,2,26,4,1,4,222,3,0,2,6,2,1,1,1,0,0,1,1
166,2,4,3,80,16,5,1,2,26,4,1,4,222,3,0,2,6,2,1,1,0,0,0,1,1
167,1,4,3,55,7,2,24,2,26,4,1,4,222,3,0,2,6,2,1,1,1,1,0,1,1
168,1,4,3,80,7,1,24,2,26,4,1,4,222,3,0,2,6,2,1,1,1,0,0,1,1
169,1,4,3,80,7,3,1,2,26,4,1,4,222,3,0,2,6,2,1,1,0,0,1,0,1
170,1,4,3,55,7,4,24,2,26,4,1,4,222,3,0,2,6,2,1,1,0,0,0,1,1
171,3,4,3,55,14,4,24,1,21,4,0,3,1072,9,1,0,9,2,1,1,0,0,0,1,1
172,3,3,3,80,10,5,1,1,21,4,0,3,1072,9,1,0,9,2,1,1,0,0,0,1,0
173,3,3,3,80,10,2,24,1,21,4,0,3,1072,9,1,0,9,2,1,1,0,0,0,1,0
174,3,3,3,80,10,3,1,1,21,4,0,3,1072,9,1,0,9,2,1,1,1,0,0,1,1
175,3,3,3,80,14,5,24,1,21,4,0,3,1072,9,1,0,9,2,1,1,0,0,0,1,0
176,3,3,3,80,14,5,1,1,21,4,0,3,1072,9,1,0,9,2,1,1,1,0,0,1,0
177,3,3,3,80,14,5,24,1,21,4,0,3,1072,9,1,0,9,2,1,1,1,0,0,1,0
178,3,3,3,80,14,4,24,1,21,4,0,3,1072,9,1,0,9,2,1,1,1,0,0,1,1
179,3,3,3,80,16,5,1,1,21,4,0,3,1072,9,1,0,9,2,1,1,0,0,0,1,0
180,3,3,3,80,16,4,1,1,21,4,0,3,1072,9,1,0,9,2,1,1,1,0,0,1,1
181,3,3,3,55,14,5,1,1,21,4,0,3,1072,9,1,0,9,2,1,1,0,0,0,1,0
182,3,3,3,55,14,3,24,1,21,4,0,3,1072,9,1,0,9,2,1,1,1,0,0,1,1
183,3,4,3,55,10,5,1,1,21,4,0,3,1072,9,1,0,9,2,1,1,0,0,0,1,0
184,2,4,3,55,16,2,24,1,21,4,0,3,1072,9,1,0,9,2,1,1,0,0,1,0,1
185,2,4,3,55,16,1,24,1,21,4,0,3,1072,9,1,0,9,2,1,1,1,0,0,1,0
186,2,4,3,80,16,5,1,1,21,4,0,3,1072,9,1,0,9,2,1,1,0,0,0,1,0
187,1,4,3,55,7,5,1,1,21,4,0,3,1072,9,1,0,9,2,1,1,1,1,0,1,0
188,1,4,3,55,7,2,24,1,21,4,0,3,1072,9,1,0,9,2,1,1,1,1,0,1,0
189,1,4,3,80,7,1,24,1,21,4,0,3,1072,9,1,0,9,2,1,1,1,0,0,1,1
190,1,4,3,80,7,3,1,1,21,4,0,3,1072,9,1,0,9,2,1,1,0,0,1,0,1
191,1,4,3,55,7,4,24,1,21,4,0,3,1072,9,1,0,9,2,1,1,0,0,0,1,1
192,1,4,3,55,7,5,1,1,21,4,0,3,1072,9,1,0,9,2,1,1,1,0,0,1,0
193,3,4,3,55,14,4,24,2,21,3,0,5,772,8,2,2,2,2,2,1,0,0,0,1,1
194,3,3,3,80,10,5,1,2,21,3,0,5,772,8,2,2,2,2,2,1,0,0,0,1,1
195,3,3,3,80,10,3,1,2,21,3,0,5,772,8,2,2,2,2,2,1,1,0,0,1,1
196,3,3,3,80,14,5,1,2,21,3,0,5,772,8,2,2,2,2,2,1,1,0,0,1,1
197,3,3,3,80,14,5,24,2,21,3,0,5,772,8,2,2,2,2,2,1,1,0,0,1,1
198,3,3,3,80,16,4,1,2,21,3,0,5,772,8,2,2,2,2,2,1,1,0,0,1,1
199,3,3,3,55,14,3,24,2,21,3,0,5,772,8,2,2,2,2,2,1,1,0,0,1,1
200,3,2,3,80,10,5,1,2,21,3,0,5,772,8,2,2,2,2,2,1,0,0,0,1,1
201,3,2,3,80,10,1,24,2,21,3,0,5,772,8,2,2,2,2,2,1,0,0,0,1,1
202,3,2,3,80,10,2,1,2,21,3,0,5,772,8,2,2,2,2,2,1,0,0,0,1,0
203,3,2,3,80,10,5,1,2,21,3,0,5,772,8,2,2,2,2,2,1,1,0,0,1,1
204,3,2,3,80,16,4,1,2,21,3,0,5,772,8,2,2,2,2,2,1,0,0,0,1,1
205,3,2,3,80,16,2,24,2,21,3,0,5,772,8,2,2,2,2,2,1,1,0,0,1,1
206,2,4,3,55,16,2,24,2,21,3,0,5,772,8,2,2,2,2,2,1,0,0,1,0,1
207,2,4,3,55,16,1,24,2,21,3,0,5,772,8,2,2,2,2,2,1,1,0,0,1,1
208,2,4,3,80,16,5,1,2,21,3,0,5,772,8,2,2,2,2,2,1,0,0,0,1,0
209,1,4,3,55,7,5,1,2,21,3,0,5,772,8,2,2,2,2,2,1,1,1,0,1,1
210,1,4,3,55,7,2,24,2,21,3,0,5,772,8,2,2,2,2,2,1,1,1,0,1,1
211,1,4,3,80,7,1,24,2,21,3,0,5,772,8,2,2,2,2,2,1,1,0,0,1,0
212,1,4,3,80,7,3,1,2,21,3,0,5,772,8,2,2,2,2,2,1,0,0,1,0,0
213,1,4,3,55,7,4,24,2,21,3,0,5,772,8,2,2,2,2,2,1,0,0,0,1,0
214,1,4,3,55,7,5,1,2,21,3,0,5,772,8,2,2,2,2,2,1,1,0,0,1,0
215,3,4,3,55,14,4,24,2,21,4,0,2,1814,1,2,0,6,2,1,1,0,0,0,1,1
216,3,3,3,80,10,5,1,2,21,4,0,2,1814,1,2,0,6,2,1,1,0,0,0,1,1
217,3,3,3,80,10,2,24,2,21,4,0,2,1814,1,2,0,6,2,1,1,0,0,0,1,1
218,3,3,3,80,10,3,1,2,21,4,0,2,1814,1,2,0,6,2,1,1,1,0,0,1,1
219,3,3,3,80,14,5,24,2,21,4,0,2,1814,1,2,0,6,2,1,1,0,0,0,1,1
220,3,3,3,80,14,5,1,2,21,4,0,2,1814,1,2,0,6,2,1,1,1,0,0,1,1
221,3,3,3,80,14,5,24,2,21,4,0,2,1814,1,2,0,6,2,1,1,1,0,0,1,1
222,3,3,3,80,14,4,24,2,21,4,0,2,1814,1,2,0,6,2,1,1,1,0,0,1,1
223,3,3,3,80,16,5,1,2,21,4,0,2,1814,1,2,0,6,2,1,1,0,0,0,1,0
224,3,3,3,80,16,4,1,2,21,4,0,2,1814,1,2,0,6,2,1,1,1,0,0,1,1
225,3,3,3,55,14,5,1,2,21,4,0,2,1814,1,2,0,6,2,1,1,0,0,0,1,0
226,3,3,3,55,14,3,24,2,21,4,0,2,1814,1,2,0,6,2,1,1,1,0,0,1,1
227,3,4,3,55,10,5,1,2,21,4,0,2,1814,1,2,0,6,2,1,1,0,0,0,1,1
228,2,4,3,55,16,2,24,2,21,4,0,2,1814,1,2,0,6,2,1,1,0,0,1,0,1
229,2,4,3,55,16,1,24,2,21,4,0,2,1814,1,2,0,6,2,1,1,1,0,0,1,0
230,2,4,3,80,16,5,1,2,21,4,0,2,1814,1,2,0,6,2,1,1,0,0,0,1,0
231,1,4,3,55,7,5,1,2,21,4,0,2,1814,1,2,0,6,2,1,1,1,1,0,1,1
232,1,4,3,55,7,2,24,2,21,4,0,2,1814,1,2,0,6,2,1,1,1,1,0,1,0
233,1,4,3,80,7,1,24,2,21,4,0,2,1814,1,2,0,6,2,1,1,1,0,0,1,1
234,1,4,3,80,7,3,1,2,21,4,0,2,1814,1,2,0,6,2,1,1,0,0,1,0,1
235,1,4,3,55,7,4,24,2,21,4,0,2,1814,1,2,0,6,2,1,1,0,0,0,1,0
236,1,4,3,55,7,5,1,2,21,4,0,2,1814,1,2,0,6,2,1,1,1,0,0,1,0
237,3,4,3,55,14,4,24,2,31,5,1,6,1814,6,0,1,2,1,1,1,0,0,0,1,1
238,3,3,3,80,10,5,1,2,31,5,1,6,1814,6,0,1,2,1,1,1,0,0,0,1,1
239,3,3,3,80,10,3,1,2,31,5,1,6,1814,6,0,1,2,1,1,1,1,0,0,1,1
240,3,3,3,80,14,5,1,2,31,5,1,6,1814,6,0,1,2,1,1,1,1,0,0,1,0
241,3,3,3,80,14,5,24,2,31,5,1,6,1814,6,0,1,2,1,1,1,1,0,0,1,0
242,3,3,3,80,16,4,1,2,31,5,1,6,1814,6,0,1,2,1,1,1,1,0,0,1,1
243,3,3,3,55,14,3,24,2,31,5,1,6,1814,6,0,1,2,1,1,1,1,0,0,1,1
244,3,1,3,80,10,4,1,2,31,5,1,6,1814,6,0,1,2,1,1,1,1,0,0,1,1
245,3,1,3,80,10,3,1,2,31,5,1,6,1814,6,0,1,2,1,1,1,1,0,0,1,0
246,3,1,3,80,10,2,24,2,31,5,1,6,1814,6,0,1,2,1,1,1,1,0,0,1,0
247,3,1,3,80,14,4,24,2,31,5,1,6,1814,6,0,1,2,1,1,1,0,0,0,1,1
248,3,1,3,55,14,4,24,2,31,5,1,6,1814,6,0,1,2,1,1,1,1,0,0,1,1
249,3,1,3,55,16,5,1,2,31,5,1,6,1814,6,0,1,2,1,1,1,1,0,0,1,0
250,2,4,3,55,16,2,24,2,31,5,1,6,1814,6,0,1,2,1,1,1,0,0,1,0,1
251,2,4,3,55,16,1,24,2,31,5,1,6,1814,6,0,1,2,1,1,1,1,0,0,1,1
252,2,4,3,80,16,5,1,2,31,5,1,6,1814,6,0,1,2,1,1,1,0,0,0,1,0
253,1,4,3,55,7,5,1,2,31,5,1,6,1814,6,0,1,2,1,1,1,1,1,0,1,1
254,1,4,3,55,7,2,24,2,31,5,1,6,1814,6,0,1,2,1,1,1,1,1,0,1,0
255,1,4,3,80,7,1,24,2,31,5,1,6,1814,6,0,1,2,1,1,1,1,0,0,1,1
256,1,4,3,80,7,3,1,2,31,5,1,6,1814,6,0,1,2,1,1,1,0,0,1,0,1
257,1,4,3,55,7,4,24,2,31,5,1,6,1814,6,0,1,2,1,1,1,0,0,0,1,1
258,1,4,3,55,7,5,1,2,31,5,1,6,1814,6,0,1,2,1,1,1,1,0,0,1,0
259,3,4,3,55,14,4,24,2,41,2,1,5,564,2,0,9,1,2,0,1,0,0,0,1,1
